Month,Retailer,StoreType,Category,Units
2020 Oct,MOOSEJAW,OUTLET,JACKET/VEST,9
2020 Oct,MOOSEJAW,OUTLET,PANT/CAPRI,363
2020 Oct,NEIMAN MARCUS,B&M,DAYPACK,4
2020 Oct,NEIMAN MARCUS,ECOMMERCE,DAYPACK,2
2020 Oct,NEIMAN MARCUS,OTHER,DAYPACK,0
2020 Oct,NEXCOM,B&M,DAYPACK,926
2020 Oct,NEXCOM,B&M,PANT/CAPRI,621
2020 Oct,NEXCOM,ECOMMERCE,DAYPACK,8
2020 Oct,NEXCOM,ECOMMERCE,PANT/CAPRI,111
2020 Oct,NORDSTROMPORTAL,B&M,DAYPACK,314
2020 Oct,NORDSTROMPORTAL,B&M,JACKET/VEST,-9
2020 Oct,NORDSTROMPORTAL,B&M,PANT/CAPRI,126
2020 Oct,NORDSTROMPORTAL,ECOMMERCE,DAYPACK,282
2020 Oct,NORDSTROMPORTAL,ECOMMERCE,JACKET/VEST,-3
2020 Oct,NORDSTROMPORTAL,ECOMMERCE,PANT/CAPRI,1626
2020 Oct,NORDSTROMPORTAL,OUTLET,DAYPACK,24
2020 Oct,NORDSTROMPORTAL,OUTLET,JACKET/VEST,6
2020 Oct,NORDSTROMPORTAL,OUTLET,PANT/CAPRI,1185
2020 Oct,Olympia,OTHER,DAYPACK,176
2020 Oct,Olympia,OTHER,PANT/CAPRI,9
2020 Oct,PACIFICSUNWEAR,B&M,DAYPACK,18
2020 Oct,PACIFICSUNWEAR,B&M,PANT/CAPRI,282
2020 Oct,PACIFICSUNWEAR,ECOMMERCE,DAYPACK,70
2020 Oct,PACIFICSUNWEAR,ECOMMERCE,PANT/CAPRI,321
2020 Oct,PACIFICSUNWEAR,OUTLET,DAYPACK,18
2020 Oct,PACIFICSUNWEAR,OUTLET,PANT/CAPRI,0
2020 Oct,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,DAYPACK,68
2020 Oct,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,PANT/CAPRI,-6
2020 Oct,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,SLEEPING BAG,0
2020 Oct,RAMSEYOUTDOOR,OTHER,DAYPACK,396
2020 Oct,RAMSEYOUTDOOR,OTHER,PANT/CAPRI,393
2020 Oct,RAMSEYOUTDOOR,OTHER,SLEEPING BAG,24
2020 Oct,RAMSEYOUTDOOR,OTHER,TENT,100
2020 Oct,REI,B&M,DAYPACK,3100
2020 Oct,REI,B&M,JACKET/VEST,0
2020 Oct,REI,B&M,PANT/CAPRI,5835
2020 Oct,REI,B&M,SLEEPING BAG,1930
2020 Oct,REI,B&M,TENT,2776
2020 Oct,REI,ECOMMERCE,DAYPACK,3232
2020 Oct,REI,ECOMMERCE,PANT/CAPRI,3636
2020 Oct,REI,ECOMMERCE,SLEEPING BAG,2204
2020 Oct,REI,ECOMMERCE,TENT,866
2020 Oct,RUNNINGSPECIALTYGROUP,B&M,JACKET/VEST,0
2020 Oct,RUNNINGSPECIALTYGROUP,B&M,PANT/CAPRI,78
2020 Oct,RUNNINGSPECIALTYGROUP,ECOMMERCE,PANT/CAPRI,6
2020 Oct,SCHEELSSPORTS,B&M,DAYPACK,1174
2020 Oct,SCHEELSSPORTS,B&M,PANT/CAPRI,7899
2020 Oct,SCHEELSSPORTS,B&M,SLEEPING BAG,136
2020 Oct,SCHEELSSPORTS,B&M,TENT,72
2020 Oct,SummitHut,OTHER,DAYPACK,14
2020 Oct,SummitHut,OTHER,PANT/CAPRI,51
2020 Oct,SummitHut,OTHER,TENT,0
2020 Oct,VAILRESORTSRETAIL,B&M,DAYPACK,22
2020 Oct,VAILRESORTSRETAIL,B&M,JACKET/VEST,0
2020 Oct,VAILRESORTSRETAIL,B&M,PANT/CAPRI,465
2020 Oct,VAILRESORTSRETAIL,B&M,SLEEPING BAG,14
2020 Oct,VAILRESORTSRETAIL,B&M,TENT,2
2020 Oct,VAILRESORTSRETAIL,OUTLET,PANT/CAPRI,0
2020 Oct,VON MAUR,B&M,DAYPACK,220
2020 Oct,VON MAUR,B&M,PANT/CAPRI,783
2020 Oct,VON MAUR,ECOMMERCE,DAYPACK,32
2020 Oct,VON MAUR,ECOMMERCE,PANT/CAPRI,141
2020 Oct,VON MAUR,OTHER,DAYPACK,16
2020 Oct,VON MAUR,OTHER,PANT/CAPRI,75
2020 Oct,ZAPPOS.COM,AMAZON,DAYPACK,1938
2020 Oct,ZAPPOS.COM,AMAZON,JACKET/VEST,21
2020 Oct,ZAPPOS.COM,AMAZON,PANT/CAPRI,1554
2020 Oct,ZAPPOS.COM,ECOMMERCE,DAYPACK,302
2020 Oct,ZAPPOS.COM,ECOMMERCE,JACKET/VEST,24
2020 Oct,ZAPPOS.COM,ECOMMERCE,PANT/CAPRI,2277
2020 Oct,ZAPPOS.COM,ECOMMERCE,SLEEPING BAG,2
2020 Oct,ZAPPOS.COM,ECOMMERCE,TENT,0
2020 Oct,ZAPPOS.COM,OTHER,DAYPACK,0
2020 Oct,ZAPPOS.COM,OTHER,PANT/CAPRI,0
2020 Oct,ZAPPOS.COM,OTHER,SLEEPING BAG,0
2020 Oct,ZAPPOS.COM,OTHER,TENT,0
2020 Oct,ZAPPOS.COM,OUTLET,DAYPACK,396
2020 Oct,ZAPPOS.COM,OUTLET,JACKET/VEST,9
2020 Oct,ZAPPOS.COM,OUTLET,PANT/CAPRI,708
2020 Nov,AAFES,B&M,DAYPACK,44
2020 Nov,AAFES,B&M,JACKET/VEST,0
2020 Nov,AAFES,B&M,PANT/CAPRI,4686
2020 Nov,AAFES,B&M,TENT,0
2020 Nov,AAFES,ECOMMERCE,SLEEPING BAG,0
2020 Nov,AAFES,OTHER,PANT/CAPRI,-6
2020 Nov,ACADEMY SPORTS,B&M,DAYPACK,858
2020 Nov,ACADEMY SPORTS,B&M,JACKET/VEST,3
2020 Nov,ACADEMY SPORTS,B&M,PANT/CAPRI,6516
2020 Nov,ACADEMY SPORTS,B&M,SLEEPING BAG,0
2020 Nov,ACADEMY SPORTS,B&M,TENT,2
2020 Nov,ACADEMY SPORTS,ECOMMERCE,DAYPACK,100
2020 Nov,ACADEMY SPORTS,ECOMMERCE,PANT/CAPRI,639
2020 Nov,AlsSportingGoods,OTHER,DAYPACK,112
2020 Nov,AlsSportingGoods,OTHER,JACKET/VEST,0
2020 Nov,AlsSportingGoods,OTHER,PANT/CAPRI,201
2020 Nov,AlsSportingGoods,OTHER,SLEEPING BAG,140
2020 Nov,AlsSportingGoods,OTHER,TENT,50
2020 Nov,BACKCOUNTRY,AMAZON,DAYPACK,46
2020 Nov,BACKCOUNTRY,AMAZON,PANT/CAPRI,537
2020 Nov,BACKCOUNTRY,AMAZON,SLEEPING BAG,6
2020 Nov,BACKCOUNTRY,AMAZON,TENT,104
2020 Nov,BACKCOUNTRY,ECOMMERCE,DAYPACK,984
2020 Nov,BACKCOUNTRY,ECOMMERCE,JACKET/VEST,6
2020 Nov,BACKCOUNTRY,ECOMMERCE,PANT/CAPRI,3561
2020 Nov,BACKCOUNTRY,ECOMMERCE,SLEEPING BAG,600
2020 Nov,BACKCOUNTRY,ECOMMERCE,TENT,436
2020 Nov,BACKCOUNTRY,OUTLET,DAYPACK,94
2020 Nov,BACKCOUNTRY,OUTLET,PANT/CAPRI,570
2020 Nov,BACKCOUNTRY,OUTLET,SLEEPING BAG,4
2020 Nov,BACKCOUNTRY,OUTLET,TENT,6
2020 Nov,BassPro Domo,B&M,DAYPACK,284
2020 Nov,BassPro Domo,B&M,JACKET/VEST,3
2020 Nov,BassPro Domo,B&M,PANT/CAPRI,1995
2020 Nov,BassPro Domo,B&M,SLEEPING BAG,26
2020 Nov,BassPro Domo,B&M,TENT,16
2020 Nov,BassPro Domo,ECOMMERCE,DAYPACK,10
2020 Nov,BassPro Domo,ECOMMERCE,PANT/CAPRI,93
2020 Nov,BassPro Domo,ECOMMERCE,SLEEPING BAG,2
2020 Nov,BassPro Domo,ECOMMERCE,TENT,0
2020 Nov,BassPro Domo,OUTLET,PANT/CAPRI,6
2020 Nov,BLOOMINGDALES,B&M,PANT/CAPRI,174
2020 Nov,BLOOMINGDALES,ECOMMERCE,PANT/CAPRI,0
2020 Nov,BOBS STORES,B&M,DAYPACK,0
2020 Nov,BOBS STORES,B&M,JACKET/VEST,0
2020 Nov,BOBS STORES,B&M,PANT/CAPRI,0
2020 Nov,BOBS STORES,B&M,SLEEPING BAG,0
2020 Nov,BOBS STORES,B&M,TENT,0
2020 Nov,BOBS STORES,ECOMMERCE,DAYPACK,0
2020 Nov,BOBS STORES,ECOMMERCE,JACKET/VEST,0
2020 Nov,BOBS STORES,ECOMMERCE,PANT/CAPRI,0
2020 Nov,BOBS STORES,ECOMMERCE,SLEEPING BAG,0
2020 Nov,BOBS STORES,ECOMMERCE,TENT,0
2020 Nov,CabelasDomo,B&M,DAYPACK,332
2020 Nov,CabelasDomo,B&M,JACKET/VEST,0
2020 Nov,CabelasDomo,B&M,PANT/CAPRI,2259
2020 Nov,CabelasDomo,B&M,SLEEPING BAG,68
2020 Nov,CabelasDomo,B&M,TENT,18
2020 Nov,CabelasDomo,ECOMMERCE,DAYPACK,26
2020 Nov,CabelasDomo,ECOMMERCE,PANT/CAPRI,369
2020 Nov,CabelasDomo,ECOMMERCE,SLEEPING BAG,6
2020 Nov,CabelasDomo,ECOMMERCE,TENT,16
2020 Nov,DICKS SPORTING GOODS,B&M,DAYPACK,10672
2020 Nov,DICKS SPORTING GOODS,B&M,JACKET/VEST,48
2020 Nov,DICKS SPORTING GOODS,B&M,PANT/CAPRI,15156
2020 Nov,DICKS SPORTING GOODS,B&M,SLEEPING BAG,1910
2020 Nov,DICKS SPORTING GOODS,B&M,TENT,108
2020 Nov,DICKS SPORTING GOODS,ECOMMERCE,DAYPACK,6618
2020 Nov,DICKS SPORTING GOODS,ECOMMERCE,JACKET/VEST,33
2020 Nov,DICKS SPORTING GOODS,ECOMMERCE,PANT/CAPRI,3126
2020 Nov,DICKS SPORTING GOODS,ECOMMERCE,SLEEPING BAG,994
2020 Nov,DICKS SPORTING GOODS,ECOMMERCE,TENT,154
2020 Nov,DICKS SPORTING GOODS,OUTLET,DAYPACK,-6
2020 Nov,DICKS SPORTING GOODS,OUTLET,JACKET/VEST,27
2020 Nov,DICKS SPORTING GOODS,OUTLET,PANT/CAPRI,663
2020 Nov,DILLARDS,B&M,DAYPACK,208
2020 Nov,DILLARDS,B&M,JACKET/VEST,0
2020 Nov,DILLARDS,B&M,PANT/CAPRI,4650
2020 Nov,DILLARDS,B&M,SLEEPING BAG,0
2020 Nov,DILLARDS,B&M,TENT,0
2020 Nov,DILLARDS,ECOMMERCE,DAYPACK,74
2020 Nov,DILLARDS,ECOMMERCE,JACKET/VEST,0
2020 Nov,DILLARDS,ECOMMERCE,PANT/CAPRI,423
2020 Nov,DILLARDS,ECOMMERCE,SLEEPING BAG,0
2020 Nov,DILLARDS,ECOMMERCE,TENT,0
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,DAYPACK,124
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,JACKET/VEST,0
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,PANT/CAPRI,405
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,SLEEPING BAG,2
2020 Nov,EASTERN MOUNTAIN SPORTS,B&M,TENT,0
2020 Nov,EASTERN MOUNTAIN SPORTS,ECOMMERCE,DAYPACK,68
2020 Nov,EASTERN MOUNTAIN SPORTS,ECOMMERCE,JACKET/VEST,12
2020 Nov,EASTERN MOUNTAIN SPORTS,ECOMMERCE,PANT/CAPRI,210
2020 Nov,EASTERN MOUNTAIN SPORTS,ECOMMERCE,SLEEPING BAG,16
2020 Nov,EASTERN MOUNTAIN SPORTS,ECOMMERCE,TENT,2
2020 Nov,FIELDANDSTREAM,B&M,DAYPACK,0
2020 Nov,FIELDANDSTREAM,B&M,PANT/CAPRI,21
2020 Nov,FIELDANDSTREAM,B&M,SLEEPING BAG,44
2020 Nov,FIELDANDSTREAM,B&M,TENT,6
2020 Nov,FIELDANDSTREAM,ECOMMERCE,PANT/CAPRI,0
2020 Nov,FIELDANDSTREAM,ECOMMERCE,SLEEPING BAG,44
2020 Nov,FIELDANDSTREAM,ECOMMERCE,TENT,2
2020 Nov,FINISH LINE,B&M,DAYPACK,58
2020 Nov,FINISH LINE,B&M,PANT/CAPRI,1128
2020 Nov,FINISH LINE,ECOMMERCE,DAYPACK,18
2020 Nov,FINISH LINE,ECOMMERCE,PANT/CAPRI,2259
2020 Nov,"FOOT LOCKER, INC.",OTHER,DAYPACK,160
2020 Nov,"FOOT LOCKER, INC.",OTHER,PANT/CAPRI,4347
2020 Nov,HALFMOONOUTFITTERS,OTHER,DAYPACK,42
2020 Nov,HALFMOONOUTFITTERS,OTHER,PANT/CAPRI,66
2020 Nov,HALFMOONOUTFITTERS,OTHER,SLEEPING BAG,0
2020 Nov,HALFMOONOUTFITTERS,OTHER,TENT,2
2020 Nov,HIBBETT SPORTS,B&M,DAYPACK,696
2020 Nov,HIBBETT SPORTS,B&M,PANT/CAPRI,1119
2020 Nov,HIBBETT SPORTS,ECOMMERCE,DAYPACK,92
2020 Nov,HIBBETT SPORTS,ECOMMERCE,PANT/CAPRI,276
2020 Nov,JIMMYJAZZ,OTHER,DAYPACK,138
2020 Nov,JIMMYJAZZ,OTHER,PANT/CAPRI,45
2020 Nov,MACYS,B&M,DAYPACK,180
2020 Nov,MACYS,B&M,PANT/CAPRI,9585
2020 Nov,MACYS,B&M,SLEEPING BAG,0
2020 Nov,MACYS,B&M,TENT,0
2020 Nov,MACYS,ECOMMERCE,DAYPACK,886
2020 Nov,MACYS,ECOMMERCE,PANT/CAPRI,3834
2020 Nov,MARINECORPSEXCHANGE,B&M,DAYPACK,114
2020 Nov,MARINECORPSEXCHANGE,B&M,PANT/CAPRI,780
2020 Nov,MOOSEJAW,B&M,DAYPACK,26
2020 Nov,MOOSEJAW,B&M,JACKET/VEST,0
2020 Nov,MOOSEJAW,B&M,PANT/CAPRI,69
2020 Nov,MOOSEJAW,B&M,SLEEPING BAG,2
2020 Nov,MOOSEJAW,B&M,TENT,2
2020 Nov,MOOSEJAW,ECOMMERCE,DAYPACK,1084
2020 Nov,MOOSEJAW,ECOMMERCE,JACKET/VEST,3
2020 Nov,MOOSEJAW,ECOMMERCE,PANT/CAPRI,1527
2020 Nov,MOOSEJAW,ECOMMERCE,SLEEPING BAG,260
2020 Nov,MOOSEJAW,ECOMMERCE,TENT,208
2020 Nov,MOOSEJAW,OUTLET,DAYPACK,28
2020 Nov,MOOSEJAW,OUTLET,JACKET/VEST,3
2020 Nov,MOOSEJAW,OUTLET,PANT/CAPRI,108
2020 Nov,NEIMAN MARCUS,B&M,DAYPACK,6
2020 Nov,NEIMAN MARCUS,ECOMMERCE,DAYPACK,12
2020 Nov,NEIMAN MARCUS,OTHER,DAYPACK,0
2020 Nov,NEXCOM,B&M,DAYPACK,870
2020 Nov,NEXCOM,B&M,PANT/CAPRI,1002
2020 Nov,NEXCOM,ECOMMERCE,DAYPACK,14
2020 Nov,NEXCOM,ECOMMERCE,PANT/CAPRI,48
2020 Nov,NORDSTROMPORTAL,B&M,DAYPACK,294
2020 Nov,NORDSTROMPORTAL,B&M,JACKET/VEST,-3
2020 Nov,NORDSTROMPORTAL,B&M,PANT/CAPRI,30
2020 Nov,NORDSTROMPORTAL,ECOMMERCE,DAYPACK,708
2020 Nov,NORDSTROMPORTAL,ECOMMERCE,JACKET/VEST,-9
2020 Nov,NORDSTROMPORTAL,ECOMMERCE,PANT/CAPRI,777
2020 Nov,NORDSTROMPORTAL,OUTLET,DAYPACK,44
2020 Nov,NORDSTROMPORTAL,OUTLET,JACKET/VEST,9
2020 Nov,NORDSTROMPORTAL,OUTLET,PANT/CAPRI,1143
2020 Nov,Olympia,OTHER,DAYPACK,190
2020 Nov,Olympia,OTHER,PANT/CAPRI,0
2020 Nov,PACIFICSUNWEAR,B&M,DAYPACK,66
2020 Nov,PACIFICSUNWEAR,B&M,PANT/CAPRI,183
2020 Nov,PACIFICSUNWEAR,ECOMMERCE,DAYPACK,80
2020 Nov,PACIFICSUNWEAR,ECOMMERCE,PANT/CAPRI,447
2020 Nov,PACIFICSUNWEAR,OUTLET,DAYPACK,32
2020 Nov,PACIFICSUNWEAR,OUTLET,PANT/CAPRI,0
2020 Nov,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,DAYPACK,310
2020 Nov,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,PANT/CAPRI,-24
2020 Nov,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,SLEEPING BAG,-2
2020 Nov,RAMSEYOUTDOOR,OTHER,DAYPACK,444
2020 Nov,RAMSEYOUTDOOR,OTHER,PANT/CAPRI,270
2020 Nov,RAMSEYOUTDOOR,OTHER,SLEEPING BAG,56
2020 Nov,RAMSEYOUTDOOR,OTHER,TENT,104
2020 Nov,REI,B&M,DAYPACK,2270
2020 Nov,REI,B&M,JACKET/VEST,3
2020 Nov,REI,B&M,PANT/CAPRI,9510
2020 Nov,REI,B&M,SLEEPING BAG,2566
2020 Nov,REI,B&M,TENT,968
2020 Nov,REI,ECOMMERCE,DAYPACK,2310
2020 Nov,REI,ECOMMERCE,PANT/CAPRI,6336
2020 Nov,REI,ECOMMERCE,SLEEPING BAG,1766
2020 Nov,REI,ECOMMERCE,TENT,164
2020 Nov,RUNNINGSPECIALTYGROUP,B&M,JACKET/VEST,0
2020 Nov,RUNNINGSPECIALTYGROUP,B&M,PANT/CAPRI,66
2020 Nov,RUNNINGSPECIALTYGROUP,ECOMMERCE,PANT/CAPRI,117
2020 Nov,SCHEELSSPORTS,B&M,DAYPACK,1796
2020 Nov,SCHEELSSPORTS,B&M,PANT/CAPRI,9129
2020 Nov,SCHEELSSPORTS,B&M,SLEEPING BAG,66
2020 Nov,SCHEELSSPORTS,B&M,TENT,80
2020 Nov,SummitHut,OTHER,DAYPACK,0
2020 Nov,SummitHut,OTHER,PANT/CAPRI,33
2020 Nov,SummitHut,OTHER,TENT,2
2020 Nov,VAILRESORTSRETAIL,B&M,DAYPACK,34
2020 Nov,VAILRESORTSRETAIL,B&M,JACKET/VEST,0
2020 Nov,VAILRESORTSRETAIL,B&M,PANT/CAPRI,375
2020 Nov,VAILRESORTSRETAIL,B&M,SLEEPING BAG,6
2020 Nov,VAILRESORTSRETAIL,B&M,TENT,4
2020 Nov,VAILRESORTSRETAIL,OUTLET,PANT/CAPRI,3
2020 Nov,VON MAUR,B&M,DAYPACK,280
2020 Nov,VON MAUR,B&M,PANT/CAPRI,561
2020 Nov,VON MAUR,ECOMMERCE,DAYPACK,40
2020 Nov,VON MAUR,ECOMMERCE,PANT/CAPRI,183
2020 Nov,VON MAUR,OTHER,DAYPACK,26
2020 Nov,VON MAUR,OTHER,PANT/CAPRI,36
2020 Nov,ZAPPOS.COM,AMAZON,DAYPACK,1242
2020 Nov,ZAPPOS.COM,AMAZON,JACKET/VEST,36
2020 Nov,ZAPPOS.COM,AMAZON,PANT/CAPRI,1632
2020 Nov,ZAPPOS.COM,ECOMMERCE,DAYPACK,182
2020 Nov,ZAPPOS.COM,ECOMMERCE,JACKET/VEST,6
2020 Nov,ZAPPOS.COM,ECOMMERCE,PANT/CAPRI,1182
2020 Nov,ZAPPOS.COM,ECOMMERCE,TENT,0
2020 Nov,ZAPPOS.COM,OTHER,DAYPACK,0
2020 Nov,ZAPPOS.COM,OTHER,PANT/CAPRI,0
2020 Nov,ZAPPOS.COM,OTHER,SLEEPING BAG,0
2020 Nov,ZAPPOS.COM,OTHER,TENT,0
2020 Nov,ZAPPOS.COM,OUTLET,DAYPACK,516
2020 Nov,ZAPPOS.COM,OUTLET,JACKET/VEST,3
2020 Nov,ZAPPOS.COM,OUTLET,PANT/CAPRI,516
2020 Dec,AAFES,B&M,DAYPACK,40
2020 Dec,AAFES,B&M,JACKET/VEST,6
2020 Dec,AAFES,B&M,PANT/CAPRI,7302
2020 Dec,AAFES,B&M,TENT,0
2020 Dec,AAFES,ECOMMERCE,SLEEPING BAG,0
2020 Dec,AAFES,OTHER,PANT/CAPRI,3
2020 Dec,ACADEMY SPORTS,B&M,DAYPACK,1316
2020 Dec,ACADEMY SPORTS,B&M,JACKET/VEST,0
2020 Dec,ACADEMY SPORTS,B&M,PANT/CAPRI,8856
2020 Dec,ACADEMY SPORTS,B&M,SLEEPING BAG,0
2020 Dec,ACADEMY SPORTS,B&M,TENT,0
2020 Dec,ACADEMY SPORTS,ECOMMERCE,DAYPACK,178
2020 Dec,ACADEMY SPORTS,ECOMMERCE,PANT/CAPRI,966
2020 Dec,AlsSportingGoods,OTHER,DAYPACK,244
2020 Dec,AlsSportingGoods,OTHER,JACKET/VEST,0
2020 Dec,AlsSportingGoods,OTHER,PANT/CAPRI,492
2020 Dec,AlsSportingGoods,OTHER,SLEEPING BAG,138
2020 Dec,AlsSportingGoods,OTHER,TENT,82
2020 Dec,BACKCOUNTRY,AMAZON,DAYPACK,32
2020 Dec,BACKCOUNTRY,AMAZON,PANT/CAPRI,543
2020 Dec,BACKCOUNTRY,AMAZON,SLEEPING BAG,10
2020 Dec,BACKCOUNTRY,AMAZON,TENT,126
2020 Dec,BACKCOUNTRY,ECOMMERCE,DAYPACK,1456
2020 Dec,BACKCOUNTRY,ECOMMERCE,JACKET/VEST,-3
2020 Dec,BACKCOUNTRY,ECOMMERCE,PANT/CAPRI,3576
2020 Dec,BACKCOUNTRY,ECOMMERCE,SLEEPING BAG,1290
2020 Dec,BACKCOUNTRY,ECOMMERCE,TENT,800
2020 Dec,BACKCOUNTRY,OUTLET,DAYPACK,88
2020 Dec,BACKCOUNTRY,OUTLET,JACKET/VEST,3
2020 Dec,BACKCOUNTRY,OUTLET,PANT/CAPRI,435
2020 Dec,BACKCOUNTRY,OUTLET,SLEEPING BAG,2
2020 Dec,BACKCOUNTRY,OUTLET,TENT,4
2020 Dec,BassPro Domo,B&M,DAYPACK,732
2020 Dec,BassPro Domo,B&M,JACKET/VEST,0
2020 Dec,BassPro Domo,B&M,PANT/CAPRI,3306
2020 Dec,BassPro Domo,B&M,SLEEPING BAG,22
2020 Dec,BassPro Domo,B&M,TENT,48
2020 Dec,BassPro Domo,ECOMMERCE,DAYPACK,84
2020 Dec,BassPro Domo,ECOMMERCE,PANT/CAPRI,267
2020 Dec,BassPro Domo,ECOMMERCE,SLEEPING BAG,2
2020 Dec,BassPro Domo,ECOMMERCE,TENT,42
2020 Dec,BassPro Domo,OUTLET,PANT/CAPRI,18
2020 Dec,BLOOMINGDALES,B&M,PANT/CAPRI,453
2020 Dec,BLOOMINGDALES,ECOMMERCE,PANT/CAPRI,156
2020 Dec,BOBS STORES,B&M,DAYPACK,0
2020 Dec,BOBS STORES,B&M,JACKET/VEST,0
2020 Dec,BOBS STORES,B&M,PANT/CAPRI,6
2020 Dec,BOBS STORES,B&M,SLEEPING BAG,0
2020 Dec,BOBS STORES,B&M,TENT,0
2020 Dec,BOBS STORES,ECOMMERCE,DAYPACK,0
2020 Dec,BOBS STORES,ECOMMERCE,JACKET/VEST,0
2020 Dec,BOBS STORES,ECOMMERCE,PANT/CAPRI,0
2020 Dec,BOBS STORES,ECOMMERCE,SLEEPING BAG,0
2020 Dec,BOBS STORES,ECOMMERCE,TENT,0
2020 Dec,CabelasDomo,B&M,DAYPACK,898
2020 Dec,CabelasDomo,B&M,JACKET/VEST,0
2020 Dec,CabelasDomo,B&M,PANT/CAPRI,5199
2020 Dec,CabelasDomo,B&M,SLEEPING BAG,44
2020 Dec,CabelasDomo,B&M,TENT,40
2020 Dec,CabelasDomo,ECOMMERCE,DAYPACK,76
2020 Dec,CabelasDomo,ECOMMERCE,PANT/CAPRI,687
2020 Dec,CabelasDomo,ECOMMERCE,SLEEPING BAG,8
2020 Dec,CabelasDomo,ECOMMERCE,TENT,56
2020 Dec,DICKS SPORTING GOODS,B&M,DAYPACK,20244
2020 Dec,DICKS SPORTING GOODS,B&M,JACKET/VEST,33
2020 Dec,DICKS SPORTING GOODS,B&M,PANT/CAPRI,30933
2020 Dec,DICKS SPORTING GOODS,B&M,SLEEPING BAG,2176
2020 Dec,DICKS SPORTING GOODS,B&M,TENT,166
2020 Dec,DICKS SPORTING GOODS,ECOMMERCE,DAYPACK,12886
2020 Dec,DICKS SPORTING GOODS,ECOMMERCE,JACKET/VEST,18
2020 Dec,DICKS SPORTING GOODS,ECOMMERCE,PANT/CAPRI,11103
2020 Dec,DICKS SPORTING GOODS,ECOMMERCE,SLEEPING BAG,1502
2020 Dec,DICKS SPORTING GOODS,ECOMMERCE,TENT,216
2020 Dec,DICKS SPORTING GOODS,OUTLET,DAYPACK,-2
2020 Dec,DICKS SPORTING GOODS,OUTLET,JACKET/VEST,6
2020 Dec,DICKS SPORTING GOODS,OUTLET,PANT/CAPRI,1350
2020 Dec,DILLARDS,B&M,DAYPACK,588
2020 Dec,DILLARDS,B&M,JACKET/VEST,0
2020 Dec,DILLARDS,B&M,PANT/CAPRI,9114
2020 Dec,DILLARDS,B&M,SLEEPING BAG,0
2020 Dec,DILLARDS,B&M,TENT,2
2020 Dec,DILLARDS,ECOMMERCE,DAYPACK,164
2020 Dec,DILLARDS,ECOMMERCE,JACKET/VEST,0
2020 Dec,DILLARDS,ECOMMERCE,PANT/CAPRI,960
2020 Dec,DILLARDS,ECOMMERCE,SLEEPING BAG,0
2020 Dec,DILLARDS,ECOMMERCE,TENT,0
2020 Dec,EASTERN MOUNTAIN SPORTS,B&M,DAYPACK,226
2020 Dec,EASTERN MOUNTAIN SPORTS,B&M,JACKET/VEST,-3
2020 Dec,EASTERN MOUNTAIN SPORTS,B&M,PANT/CAPRI,879
2020 Dec,EASTERN MOUNTAIN SPORTS,B&M,SLEEPING BAG,10
2020 Dec,EASTERN MOUNTAIN SPORTS,B&M,TENT,6
2020 Dec,EASTERN MOUNTAIN SPORTS,ECOMMERCE,DAYPACK,68
2020 Dec,EASTERN MOUNTAIN SPORTS,ECOMMERCE,JACKET/VEST,27
2020 Dec,EASTERN MOUNTAIN SPORTS,ECOMMERCE,PANT/CAPRI,369
2020 Dec,EASTERN MOUNTAIN SPORTS,ECOMMERCE,SLEEPING BAG,24
2020 Dec,EASTERN MOUNTAIN SPORTS,ECOMMERCE,TENT,2
2020 Dec,FIELDANDSTREAM,B&M,DAYPACK,2
2020 Dec,FIELDANDSTREAM,B&M,PANT/CAPRI,12
2020 Dec,FIELDANDSTREAM,B&M,SLEEPING BAG,42
2020 Dec,FIELDANDSTREAM,B&M,TENT,2
2020 Dec,FIELDANDSTREAM,ECOMMERCE,DAYPACK,0
2020 Dec,FIELDANDSTREAM,ECOMMERCE,PANT/CAPRI,27
2020 Dec,FIELDANDSTREAM,ECOMMERCE,SLEEPING BAG,12
2020 Dec,FIELDANDSTREAM,ECOMMERCE,TENT,4
2020 Dec,FINISH LINE,B&M,DAYPACK,68
2020 Dec,FINISH LINE,B&M,PANT/CAPRI,3033
2020 Dec,FINISH LINE,ECOMMERCE,DAYPACK,58
2020 Dec,FINISH LINE,ECOMMERCE,PANT/CAPRI,5859
2020 Dec,"FOOT LOCKER, INC.",OTHER,DAYPACK,332
2020 Dec,"FOOT LOCKER, INC.",OTHER,PANT/CAPRI,10128
2020 Dec,HALFMOONOUTFITTERS,OTHER,DAYPACK,112
2020 Dec,HALFMOONOUTFITTERS,OTHER,PANT/CAPRI,93
2020 Dec,HALFMOONOUTFITTERS,OTHER,SLEEPING BAG,4
2020 Dec,HALFMOONOUTFITTERS,OTHER,TENT,4
2020 Dec,HIBBETT SPORTS,B&M,DAYPACK,1306
